,MSZoning,Street,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,AgeBeforeRemodel,TotalHouseSizeSF,OverallQual,OverallCond,YearRemodAdd,Foundation,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,TotalKitchens,KitchenQual,TotalRooms,TotalBathRooms,Functional,Fireplaces,GarageType,GarageYrBlt,GarageQual,SaleType,SaleCondition,SalePrice
1240,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3258,7,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,4,Typ,0,Attchd,2003.0,TA,WD,Normal,224900
1241,RL,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,4388,7,6,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,0,Attchd,2007.0,TA,New,Partial,248328
1242,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,0,2874,7,6,1974,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,6,3,Typ,2,Attchd,1974.0,TA,WD,Family,170000
1243,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0,5447,10,5,2006,PConc,Gd,GasA,Ex,Y,SBrkr,1,Ex,7,4,Typ,1,Attchd,2006.0,TA,New,Partial,465000
1244,RL,Pave,HLS,AllPub,Mod,Crawfor,Norm,Norm,1Fam,2Story,21,2709,8,7,1950,PConc,TA,GasA,Fa,Y,SBrkr,1,Gd,7,1,Typ,2,Detchd,1931.0,TA,WD,Normal,230000
1245,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,19,3457,6,7,2003,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,7,4,Typ,1,BuiltIn,1984.0,TA,WD,Abnorml,178000
1246,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,2Story,1,2969,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,2005.0,TA,New,Partial,186500
1247,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,0,2934,6,5,1976,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1976.0,TA,WD,Normal,169900
1248,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,33,3448,6,5,1950,BrkTil,TA,OthW,Fa,N,SBrkr,1,TA,8,2,Typ,1,Detchd,1950.0,Fa,WD,Normal,129500
1249,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2220,5,7,1950,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,1,Typ,0,Attchd,1950.0,TA,WD,Normal,119000
1250,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,4742,7,5,1968,CBlock,TA,GasA,Ex,Y,SBrkr,1,Ex,8,4,Typ,2,Attchd,1968.0,TA,WD,Normal,244000
1251,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,0,3472,7,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,1,Attchd,2003.0,TA,WD,Normal,171750
1252,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0,2059,5,6,1968,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,1968.0,TA,WD,Normal,130000
1253,RL,Pave,Lvl,AllPub,Gtl,Veenker,Norm,Norm,1Fam,2Story,29,4144,7,7,2003,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,9,4,Typ,2,Attchd,1974.0,TA,WD,Normal,294000
1254,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,2Story,1,3105,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,BuiltIn,2003.0,TA,WD,Normal,165400
1255,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,19,2931,6,6,1950,BrkTil,Fa,GasA,TA,Y,FuseA,1,TA,6,1,Typ,1,Detchd,1978.0,TA,WD,Normal,127500
1256,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,1Story,0,4962,8,5,1994,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,1994.0,TA,WD,Normal,301500
1257,RL,Pave,Lvl,AllPub,Gtl,Edwards,Feedr,Norm,1Fam,1Story,28,1824,5,8,1950,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,4,1,Typ,0,NG,-1.0,NG,WD,Normal,99900
1258,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,0,2634,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,0,Attchd,2005.0,TA,WD,Normal,190000
1259,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2828,6,8,1969,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,6,3,Typ,0,Attchd,1969.0,TA,WD,Normal,151000
1260,RL,Pave,Lvl,AllPub,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,0,3121,6,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,7,3,Typ,1,BuiltIn,1999.0,TA,WD,Normal,181000
1261,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2438,5,6,1956,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,5,1,Typ,0,Attchd,1956.0,TA,WD,Normal,128900
1262,RL,Pave,Lvl,AllPub,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,32,3316,4,5,1989,CBlock,TA,GasA,Ex,Y,FuseA,1,TA,8,2,Min2,2,Attchd,1957.0,TA,WD,Normal,161500
1263,RL,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,2Story,31,3234,6,6,1950,PConc,TA,GasA,Ex,Y,FuseA,1,TA,8,1,Typ,1,Detchd,1940.0,TA,WD,Normal,180500
1264,RH,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,1,3465,6,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,0,Attchd,1998.0,TA,COD,Abnorml,181000
1265,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0,2683,7,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,4,Typ,0,Detchd,1999.0,TA,WD,Normal,183900
1266,RM,Pave,Bnk,AllPub,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,40,3386,7,4,1950,CBlock,TA,GasA,TA,N,FuseF,2,TA,9,2,Typ,1,Detchd,1960.0,TA,WD,Normal,122000
1267,RL,Pave,HLS,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,1,4986,9,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,10,2,Typ,1,Attchd,2009.0,TA,WD,Normal,378500
1268,RL,Pave,Lvl,AllPub,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,62,5515,8,9,1997,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,11,4,Typ,2,BuiltIn,1982.0,TA,WD,Normal,381000
1269,RL,Pave,Lvl,AllPub,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,0,2713,5,5,1958,CBlock,TA,GasW,TA,Y,FuseA,1,TA,7,2,Typ,0,Attchd,1958.0,TA,WD,Normal,144000
1270,RL,Pave,Low,AllPub,Sev,ClearCr,Norm,Norm,1Fam,1Story,0,3710,7,6,1979,PConc,TA,GasA,TA,Y,SBrkr,1,Gd,4,3,Typ,1,Attchd,1979.0,TA,WD,Normal,260000
1271,RL,Pave,Lvl,AllPub,Gtl,NWAmes,PosN,Norm,1Fam,1Story,0,3440,6,7,1968,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,1968.0,TA,WD,Normal,185750
1272,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2338,5,6,1965,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,1965.0,TA,WD,Normal,137000
1273,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,SLvl,47,2851,6,7,2006,CBlock,TA,GasA,Gd,Y,SBrkr,1,Ex,5,2,Typ,1,Basment,1959.0,TA,WD,Normal,177000
1274,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,93,2786,5,6,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,8,2,Typ,1,Detchd,1985.0,TA,WD,Normal,139000
1275,RL,Pave,Lvl,AllPub,Gtl,NAmes,Feedr,Norm,Duplex,2Story,2,3248,5,5,1950,CBlock,TA,GasA,Gd,Y,FuseA,2,TA,10,2,Typ,0,Detchd,1948.0,TA,WD,Normal,137000
1276,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,2Story,0,3025,6,6,1972,CBlock,Gd,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,1,Attchd,1972.0,TA,WD,Normal,162000
1277,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,9,3884,6,5,1976,CBlock,TA,GasA,Fa,Y,SBrkr,1,TA,7,3,Typ,1,Attchd,1967.0,TA,WD,Normal,197900
1278,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3947,8,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,4,Typ,1,Attchd,2002.0,TA,WD,Normal,237000
1279,C (all),Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,30,2548,4,4,1950,CBlock,TA,GasA,TA,Y,FuseA,1,TA,6,1,Typ,0,Detchd,1980.0,TA,COD,Abnorml,68400
1280,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,3762,7,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,2002.0,TA,WD,Normal,227000
1281,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,0,3280,7,5,1990,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,1,Attchd,1990.0,Gd,WD,Normal,180000
1282,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,31,2852,5,7,2008,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,5,2,Typ,0,Detchd,1977.0,TA,WD,Normal,150500
1283,RL,Pave,Low,AllPub,Gtl,Mitchel,Norm,Norm,Duplex,2Story,0,2864,6,5,1971,CBlock,TA,GasA,TA,Y,SBrkr,2,TA,8,4,Typ,0,NG,-1.0,NG,WD,Normal,139000
1284,RL,Pave,Lvl,AllPub,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,71,4017,6,7,1990,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,10,2,Min2,1,Detchd,1969.0,TA,WD,Normal,169000
1285,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,11,2517,6,6,1950,CBlock,TA,GasA,Ex,Y,FuseF,1,TA,6,1,Typ,1,Detchd,1939.0,TA,WD,Normal,132500
1286,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,0,3210,6,5,1963,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,2,Attchd,1963.0,TA,WD,Normal,143000
1287,RL,Pave,Low,AllPub,Mod,ClearCr,Norm,Norm,1Fam,1Story,0,3962,5,5,1964,CBlock,TA,GasA,Fa,Y,SBrkr,1,TA,7,3,Typ,0,Attchd,1964.0,TA,WD,Normal,190000
1288,RL,Pave,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,0,3930,8,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,5,3,Typ,1,Attchd,2000.0,TA,WD,Normal,278000
1289,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,2Story,0,4059,8,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,8,3,Typ,1,BuiltIn,2006.0,TA,New,Partial,281000
1290,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,SLvl,0,3015,5,7,1964,PConc,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1964.0,TA,WD,Normal,180500
1291,RM,Pave,Lvl,AllPub,Gtl,BrDale,Norm,Norm,Twnhs,2Story,0,2381,5,7,1972,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,0,Detchd,1972.0,TA,WD,Normal,119500
1292,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,73,4085,5,4,1965,Stone,TA,GasA,TA,N,SBrkr,2,TA,11,2,Min2,0,Attchd,1985.0,TA,WD,Normal,107500
1293,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,2Story,0,3311,7,5,1976,PConc,TA,GasA,TA,Y,SBrkr,1,TA,8,3,Typ,1,Attchd,1976.0,TA,WD,Normal,162900
1294,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,35,2300,5,7,1990,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1957.0,TA,WD,Normal,115000
1295,RL,Pave,Lvl,AllPub,Gtl,NAmes,Feedr,Norm,1Fam,1Story,0,2748,5,5,1968,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,5,3,Typ,0,Attchd,1968.0,TA,WD,Normal,138500
1296,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,3108,5,6,1963,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,6,3,Typ,0,Attchd,1963.0,TA,WD,Normal,155000
1297,RM,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,1,2188,6,5,2006,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,5,3,Typ,0,Basment,2005.0,TA,New,Partial,140000
1298,RL,Pave,Bnk,AllPub,Gtl,Edwards,Feedr,Norm,1Fam,2Story,0,14156,10,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,12,5,Typ,3,Attchd,2008.0,TA,New,Partial,160000
1299,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,35,3015,5,7,1994,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,1959.0,TA,WD,Normal,154000
1300,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3451,7,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,9,3,Typ,1,Attchd,1999.0,TA,WD,Normal,225000
1301,RL,Pave,Bnk,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,2702,6,7,1950,CBlock,TA,GasA,Fa,Y,SBrkr,1,Gd,7,1,Typ,2,Attchd,1942.0,TA,WD,Normal,177500
1302,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0,4922,8,5,1994,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,4,Typ,1,Attchd,1994.0,TA,WD,Normal,290000
1303,RL,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,4333,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,0,Attchd,2005.0,TA,WD,Normal,232000
1304,RM,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,0,3104,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Maj1,0,Detchd,2004.0,TA,WD,Normal,130000
1305,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1,4650,9,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,6,3,Typ,2,Attchd,2006.0,TA,WD,Normal,325000
1306,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,1,3377,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,1,Attchd,2005.0,TA,New,Partial,202500
1307,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1,2524,5,5,1995,PConc,Gd,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,2000.0,TA,WD,Normal,138000
1308,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1Story,57,2610,5,7,2005,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,Attchd,1948.0,TA,WD,Normal,147000
1309,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,1Story,0,3231,6,5,1991,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,1991.0,TA,WD,Normal,179200
1310,RL,Pave,Lvl,AllPub,Gtl,Crawfor,PosA,Norm,1Fam,1Story,43,4740,7,8,2002,PConc,TA,GasA,TA,Y,SBrkr,1,Ex,7,3,Typ,2,Attchd,1959.0,TA,WD,Normal,335000
1311,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2,3418,7,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,2005.0,TA,New,Partial,203000
1312,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0,5513,8,5,1990,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,9,3,Typ,1,Attchd,1990.0,Gd,WD,Normal,302000
1313,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0,5469,9,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,10,3,Typ,1,BuiltIn,1999.0,TA,WD,Normal,333168
1314,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,0,2212,4,6,1954,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,1,Detchd,1956.0,TA,WD,Normal,119000
1315,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,2Story,0,3920,6,5,1969,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,9,3,Typ,2,Attchd,1969.0,TA,WD,Normal,206900
1316,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,4326,8,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,8,3,Typ,1,Attchd,2008.0,TA,WD,Normal,295493
1317,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,1,3411,7,5,2007,PConc,Gd,GasA,Ex,Y,SBrkr,1,Gd,5,2,Typ,1,Attchd,2006.0,TA,New,Partial,208900
1318,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1,4636,8,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,2001.0,TA,WD,Normal,275000
1319,RL,Pave,Bnk,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,0,2060,4,5,1954,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,5,1,Typ,0,Attchd,1954.0,TA,WD,Normal,111000
1320,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,3728,6,3,1957,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,6,3,Typ,2,Attchd,1957.0,TA,WD,Normal,156500
1321,RL,Pave,Lvl,AllPub,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,1,1007,3,6,1950,CBlock,NB,Floor,TA,N,SBrkr,1,TA,4,1,Typ,0,Detchd,1955.0,TA,WD,Normal,72500
1322,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0,3516,7,5,1992,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,4,Typ,1,Attchd,1992.0,TA,WD,Normal,190000
1323,RL,Pave,HLS,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1Story,10,1292,4,7,1950,CBlock,TA,GasA,Gd,Y,SBrkr,1,Fa,5,1,Typ,0,NG,-1.0,NG,WD,Normal,82500
1324,RL,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,1,4534,8,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,2007.0,TA,New,Partial,147000
1325,RM,Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,28,1692,4,4,1950,BrkTil,Fa,GasA,Fa,N,SBrkr,1,TA,5,1,Typ,0,NG,-1.0,NG,WD,Normal,55000
1326,RH,Pave,Bnk,AllPub,Mod,Edwards,Norm,Norm,1Fam,1Story,75,1604,3,6,2006,BrkTil,TA,GasA,Ex,Y,SBrkr,1,Gd,6,1,Typ,0,NG,-1.0,NG,WD,Normal,79000
1327,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,1Story,26,1896,5,9,2008,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,5,2,Typ,1,Attchd,1982.0,TA,WD,Normal,130500
1328,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,30,5849,6,7,1950,BrkTil,TA,GasW,Ex,Y,SBrkr,1,TA,8,2,Mod,2,Detchd,1920.0,Fa,WD,Normal,256000
1329,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3057,7,5,1998,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,8,3,Typ,1,Attchd,1998.0,TA,WD,Normal,176500
1330,RL,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,4190,8,5,2006,PConc,Gd,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,2006.0,TA,WD,Normal,227000
1331,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,0,2441,5,5,1976,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,6,1,Typ,0,Detchd,1976.0,TA,WD,Normal,132500
1332,RL,Pave,Lvl,AllPub,Mod,Edwards,Norm,Norm,1Fam,1Story,20,1920,4,6,1958,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,3,2,Typ,1,Detchd,1958.0,Fa,WD,Normal,100000
1333,RM,Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,57,2715,5,6,1995,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,Detchd,1951.0,TA,WD,Normal,125500
1334,RM,Pave,Lvl,AllPub,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,0,2606,5,6,1970,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,2,Min1,0,Attchd,1970.0,TA,WD,Normal,125000
1335,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0,3330,6,5,1977,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,1,Attchd,1977.0,TA,WD,Normal,167900
1336,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,0,4029,5,5,1973,CBlock,TA,GasA,TA,Y,SBrkr,2,TA,8,2,Typ,0,Detchd,1973.0,TA,WD,Normal,135000
1337,RM,Pave,Bnk,AllPub,Mod,OldTown,Feedr,Norm,1Fam,1Story,9,1406,4,4,1950,CBlock,TA,Grav,Fa,N,FuseA,1,Fa,4,1,Typ,0,NG,-1.0,NG,WD,Normal,52500
1338,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3506,7,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,4,Typ,0,BuiltIn,2002.0,TA,WD,Normal,200000
1339,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,2016,5,7,1972,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,5,1,Typ,0,Attchd,1972.0,TA,WD,Normal,128500
1340,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2210,4,5,1971,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,0,Detchd,1974.0,TA,WD,Normal,123000
1341,RL,Pave,Lvl,AllPub,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,1,2882,6,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,Detchd,2004.0,TA,WD,Normal,155000
1342,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,4379,8,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,2002.0,TA,WD,Normal,228500
1343,RL,Pave,Bnk,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,22,3151,6,6,1950,BrkTil,TA,GasA,Gd,Y,SBrkr,1,TA,9,2,Typ,1,Detchd,1929.0,Fa,WD,Normal,177000
1344,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,2624,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,2006.0,TA,New,Partial,155835
1345,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1Story,30,2396,4,4,1950,PConc,TA,GasA,Gd,Y,FuseA,1,Fa,5,1,Typ,0,Detchd,1997.0,TA,WD,Normal,108500
1346,RL,Pave,Lvl,AllPub,Gtl,NWAmes,PosN,Norm,1Fam,1Story,35,4602,7,7,2003,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,9,2,Typ,1,Attchd,1968.0,Gd,WD,Normal,262500
1347,RL,Pave,HLS,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,1,4220,8,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,2006.0,TA,New,Partial,283463
1348,RL,Pave,Low,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,1Story,0,3917,7,5,1998,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1998.0,TA,WD,Normal,215000
1349,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,115,2911,8,5,1987,BrkTil,Fa,OthW,Fa,N,SBrkr,1,TA,8,2,Typ,0,NG,-1.0,NG,WD,Normal,122000
1350,RL,Pave,Lvl,AllPub,Gtl,NAmes,Artery,Norm,Duplex,2Story,0,4850,5,5,1969,CBlock,TA,GasA,TA,Y,SBrkr,2,TA,12,6,Typ,0,Detchd,1969.0,TA,WD,Normal,200000
1351,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,2Story,0,3268,6,6,1962,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,8,2,Typ,1,Attchd,1962.0,TA,WD,Normal,171000
